include,order,title,abstract,author,url,eprint
NO,371,“Citizen Science”? Rethinking Science and Public Participation,"Page 1. 52 “Citizen Science”? Rethinking Science and Public Participation … University of Geneva,
Switzerland Abstract Since the late twentieth century, “citizen science” has become an increasingly
fashionable label for a growing number of participatory research activities … 
",BJ Strasser and J Baudry and D Mahr…,https://sciencetechnologystudies.journal.fi/article/view/60425,https://sciencetechnologystudies.journal.fi/article/view/60425/37504
NO,459,“Openness” with and without Information Technology: a framework and a brief history,"… Information technol- ogy (IT) now enables new open approaches for conducting research such
as citizen science (Levy and Germonprez, 2017; Wiggins … on models and users, their findings
help us to better understand the role and patterns of remixes in open design communities … 
",D Schlagwein and K Conboy and J Feller and JM Leimeister…,https://journals.sagepub.com/doi/abs/10.1057/s41265-017-0049-3,https://link.springer.com/content/pdf/10.1057/s41265-017-0049-3.pdf
NO,241,1.2 Digitale Partizipation in Wissenschaft und Wirtschaft,"… Diese Entwicklungen verdichten sich anschaulich bei der Produktion von Open-Source- Hardware
und den dabei erkennbaren … iit-Themenband–Digitale Souveränität 35 Citizen Science Citizen
Science ist eine neue, offene Wissenschaftsform, die insbesondere durch die … 
",JP Ferdinand and S Richter and S von Engelhardt,https://www.oapen.org/download?type=document&docid=1002178#page=25,https://www.oapen.org/download?type=document&docid=1002178#page=25
NO,137,10. Biohacking: Playing with technology,"… Keywords: Hacking, biotechnology, citizen science, open source, material- ity, objectivity On 8
October 2013, a group of artists, activists, and … or 'open wet labs,'and is facilitated through the
production of low cost laboratory equipment based on open source hardware (OSHW) … 
",S de Smale,https://www.oapen.org/download?type=document&docid=1004135#page=196,https://www.oapen.org/download?type=document&docid=1004135#page=196
NO,449,12th Annual Open and User Innovation Conference,"… Effects of Open Innovation on Value Creation and Value Capture in Multi-Sided Market Margherita
Pagani, Benassi Mario, Scheid François — 57 The 3D Printable: Private-Collective Innovation
in Open Design George Kuk — 58 CROWDFUNDING Wisdom or Madness … 
",CB HBS and KL HBS and ST HBS,https://pdfs.semanticscholar.org/c962/b229eb635e6ddce466bb02781638443a92a4.pdf,https://pdfs.semanticscholar.org/c962/b229eb635e6ddce466bb02781638443a92a4.pdf
NO,532,12W DIY Research in the Psychonaut Subculture,"… Oudshoorn and Pinch 2003; Hess 2005). These studies are paralleled by writings on free and
open source software development as a model of open innovation, practices that have recently
expanded to include open hardware development and open biology … 
",J Söderberg,https://books.google.com/books?hl=es&lr=&id=kCkFDAAAQBAJ&oi=fnd&pg=PT395&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=DCBSx5edKP&sig=IY9riF2b36z2cpqqKy9eMtpKMUA,
NO,488,14. Responsible innovation and technology assessment in Europe: barriers and opportunities for establishing structures and principles of democratic science and …,"… such as user involvement and civil society organization (CSO) involvement in research and
innovation or citizen science (Hennen and … active involvement of users by applying approaches
such as participatory design, user centered design or open design (Chesbrough 2003) … 
",L Hennen and L Nierling,https://books.google.com/books?hl=es&lr=&id=IiyjDwAAQBAJ&oi=fnd&pg=PA211&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=h-IfIsvlWA&sig=JzL-qAxP4bSAsYex2wVaV3NjBhE,
NO,455,2016 Box Turtle Conservation Workshop,"… J Wildl Dis. 2008;44:851-863. 5. van Dijk, PP, 2013. Terrapene carolina, In: IUCN Red List
of Threatened Species. An Open-source Hardware GPS Data Logger for Wildlife
Radio-telemetry Studies: a Case Study Using Eastern Box Turtles. Patrick W Cain … 
",M Allender,http://www.boxturtleconservation.org/abstracts_2016.html,http://www.boxturtleconservation.org/abstracts_2016.html
NO,316,29 How knowledge infrastructures learn,"… The core Public Lab program is focused on “civic science in which we research open source
hardware and software tools and methods to generate knowledge and share data about
community environmental health.” This is a genuinely new kind of knowledge production, which … 
",GC Bowker,https://books.google.com/books?hl=es&lr=&id=P0QlDwAAQBAJ&oi=fnd&pg=PA391&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=-ef5jwLNK1&sig=Hyb1b-j5YrfERterG4d3SXGuvZw,
NO,566,"3D Printing: Politics, Material Hacking And Grassroots","… within Science and Technology Studies which is concerned with the emergence of citizen science
and civil society interventions in shaping technology … customization capabilities through open
design, under the license of free software (see Sells et. Al, 2010) … 
",L Savvides,https://lra.le.ac.uk/handle/2381/43786,https://lra.le.ac.uk/bitstream/2381/43786/1/2019SavvidesLeandrosPhD.pdf
NO,464,4 Digital Social Innovation,"… They cover open hardware and networks with the Waag Society in the centre; collaborative
economy around ESADE, the IRI, European Institute … Citizen science and democratisation in the
sense of training citizens to collect environmental data, such as air quality, and use this … 
",U Holtgrewe and S Kroop and M Schwarz-Wölzl,https://www.siceurope.eu/sites/default/files/field/attachment/exploring_the_research_landscape_of_social_innovation.pdf#page=44,https://www.siceurope.eu/sites/default/files/field/attachment/exploring_the_research_landscape_of_social_innovation.pdf#page=44
NO,690,5. Defending territory: changing forms of intellectual protection,"Page 96. 5. Defending territory: changing forms of intellectual protection Juha Arrasvuori,
Liting Liang, Guo Wen and Jari Kuusisto 5.1 INTRODUCTION This chapter examines
intellectual protection as an Innovation Opportunity Space … 
",J Arrasvuori and L Liang and G Wen…,https://books.google.com/books?hl=es&lr=&id=QF8sDwAAQBAJ&oi=fnd&pg=PT95&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=HJHsQjstzz&sig=0TmQzfmmF0GyFWkwghg4AuHQTyk,
NO,308,7 Innovation for Every American,"… of the new connections to their com- munity and the like- minded friends they make by participating
in citizen science projects … Hackers who engage with govern- ment open data and maker
communities that advance the open hardware movement are alternatively motivated by … 
",J Gustetic,https://direct.mit.edu/books/chapter-pdf/245844/9780262352598_cbj.pdf,https://direct.mit.edu/books/chapter-pdf/245844/9780262352598_cbj.pdf
NO,295,7. The ethics of the Maker Movement: the potentially good and the possibly terrible,"… Today inventors have access to open source hardware as well as open source software …
It is not clear whether under conditions of easy design access and open source hardware
firms will be able to find any business model viable in the long term … 
",D Koehn,https://books.google.com/books?hl=es&lr=&id=fbokCwAAQBAJ&oi=fnd&pg=PA137&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=IIF5dzNw7R&sig=MAw5d_porMOj4FxtazKa8cq9ujk,
NO,407,8. Emerging business models in frontier contexts,"… In this chapter, we present examples of users innovating in the IoT space through using open
data and open hardware resources … Access to open data may also lead to scientific discovery
through the efforts of citizen science, where an enormous set of data is split into smaller … 
",J Arrasvuori and P Yli-Viitala and A Kuusisto and J Christian,https://www.elgaronline.com/downloadpdf/9781783475513/chapter08.xhtml,
NO,516,A catalogue of good RRI practices,"Page 1. 1 D1.4 A catalogue of good RRI practices Frank Kupper, Pim Klaassen, Michelle
Rijnen, Sara Vermeulen, Remco Woertman and Jacqueline Broerse Athena Institute,
VU University Amsterdam Page 2. 2 Document description … 
",F Kupper and P Klaassen and M Rijnen…,https://www.mistraurbanfutures.org/sites/mistraurbanfutures.org/files/catalogue-of-good-rri-practices.pdf,https://www.mistraurbanfutures.org/sites/mistraurbanfutures.org/files/catalogue-of-good-rri-practices.pdf
NO,16,A citizen science sensor platform as a live link from gis to the internet of things,"… While citizen science has formerly only been associated with activities such as habitat mapping
or wildlife tracking, emerging projects now make use of environmental monitoring technologies.
Affordable hard- ware solutions and good documentation of open hardware projects … 
",D Demuth and A Bröring and A Remke,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.690.7910&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.690.7910&rep=rep1&type=pdf
NO,472,A Cloud-Based Scientific Gateway for Internet of Things Data Analytics,"… workload distribution for reliability, performance, and energy efficiency • Deep learning to create
predictive moisture models and reduce sensor deployment density • Community engagement
for citizen science partnerships, using … [10] ""Arduino Open Source Hardware,"" 2018 … 
",KP Lee and SJ Kuhl and HJ Bockholt and BP Rogers…,https://dl.acm.org/citation.cfm?id=3219123,
NO,652,A collaborative internet of things architecture for smart cities and environmental monitoring,"Page 1. 592 IEEE INTERNET OF THINGS JOURNAL, VOL. 5, NO. 2, APRIL 2018
A Collaborative Internet of Things Architecture for Smart Cities and Environmental
Monitoring Federico Montori, Luca Bedogni, and Luciano Bononi … 
",F Montori and L Bedogni and L Bononi,https://ieeexplore.ieee.org/abstract/document/7961139/,https://www.researchgate.net/profile/Luca_Bedogni/publication/317988792_A_Collaborative_Internet_of_Things_Architecture_for_Smart_Cities_and_Environmental_Monitoring/links/5b5ad95b0f7e9bc79a670950/A-Collaborative-Internet-of-Things-Architecture-for-Smart-Cities-and-Environmental-Monitoring.pdf
NO,313,A Commercial Perspective on Open Source Hardware-An Interdisciplinary Law and Management Investigation of the Personal 3D Printing Industry,"Page 1. A Commercial Perspective on Open Source Hardware An interdisciplinary law and
management investigation of the personal 3D printing industry Hjalte Worm Frandsen … 58
5.5 Analysis of the TAPR Open Hardware license ..... 59 Page 3. 2 … 
",HW Frandsen,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2285055,
NO,370,A comparative study on VGI and professional noise data,"… Keywords: Citizen Science, VGI, noise pollution, environmental monitoring, crowdsourcing, Smart
Cities … Moreover, we also consider using open hardware platforms, such as Arduino or Raspberry
Pi, with specific sound level sensors to build a low-cost noise monitoring station … 
",I Garcia-Martí and J Torres-Sospedra and LE Rodríguez-Pupo,http://repositori.uji.es/xmlui/handle/10234/98489,http://repositori.uji.es/xmlui/bitstream/handle/10234/98489/01agile2014_107.pdf?sequence=1&isAllowed=y
SI!,89,A Comprehensive IoT Node Proposal Using Open Hardware. A Smart Farming Use Case to Monitor Vineyards,"… open access), programs (open-source software), and components (open hardware). This situation
has produced different effects in today's society, among which is the empowerment of citizens,
called makers, who are themselves able to generate citizen science or build … 
",S Trilles and A González-Pérez and J Huerta,https://www.mdpi.com/2079-9292/7/12/419,https://www.mdpi.com/2079-9292/7/12/419/pdf
NO (duplicado),27,A comprehensive IoT node proposal using open hardware. A smart farming use case to monitor vineyards.,"… open access), programs (open-source software), and components (open hardware). This situation
has produced different effects in today's society, among which is the empowerment of citizens,
called makers, who are themselves able to generate citizen science or build … 
",S Trilles Oliver and A González Pérez and J Huerta,http://repositori.uji.es/xmlui/handle/10234/180897,
NO,67,A decentralized method for making sensor measurements tamper-proof to support open science applications,"… Combining BT with citizen science to capture time series of sensor data, practi- cally means
building an interface between the physical … To lower this entrance barrier, we developed a simple
and inexpensive open hardware prototype that captures vibration, electric current, and … 
",P Wortner and M Schubotz and C Breitinger and S Leible…,https://arxiv.org/abs/1904.00237,https://arxiv.org/pdf/1904.00237
NO,523,A derivation of factors influencing the innovation diffusion of the OpenStreetMap in STEM education,"Geographic information is a confluence of knowledge from spatial science, information
technologies, engineering, and mathematics, etc. Effective spatial training can enhance
achievement in science, technology, engineering, and mathematics (STEM) education. Therefore … 
",S Shiau and CY Huang and CL Yang and JN Juang,https://www.mdpi.com/2071-1050/10/10/3447,https://www.mdpi.com/2071-1050/10/10/3447/pdf
NO,568,A facilitated expert‐based approach to architecting “openable” complex systems,"… Building on the mechanisms discussed above, we contend that there are at least three kinds
of problems that should be particularly amenable to solving through an open innovation activity,
such as a prize competition or distributed information processing (citizen science) … 
",Z Szajnfarber and A Vrolijk,https://onlinelibrary.wiley.com/doi/abs/10.1002/sys.21419,
NO,112,A Full Understanding of Things,"… We were convinced that these mobile Warungs or Angkringans are a perfect model for citizen
science labs based on interac … cal designers and scientists on open hardware solutions built
from cheap … Gaudenz (an open source hardware prodigy) and Sachiko Hirosue (an … 
",R Stoop and ETH Zürich,https://www.zora.uzh.ch/id/eprint/121840/1/DAW%20Seoul%20interviews.pdf,https://www.zora.uzh.ch/id/eprint/121840/1/DAW%20Seoul%20interviews.pdf
NO,462,A game for crowdsourcing the segmentation of BigBrain data,"… The Philips Gemini TF Ingenuity will be used for this study. It has an open design that
allows patients to see outside the scanner, which improves patient acceptance. It
has an 18-cm axial FOV and 70-cm diameter gantry aperture … 
",A Klein,https://riojournal.com/article/8816/download/pdf/,https://riojournal.com/article/8816/download/pdf/
NO,31,A low-cost 3D printed system for monitoring meteorological characteristics in citizen-science projects,"Page 1. A LOW-COST 3D PRINTED SYSTEM FOR MONITORING METEOROLOGICAL
CHARACTERISTICS IN CITIZEN-SCIENCE PROJECTS Peter Valent, Roman Výleta, Michaela
Danáčová, Mihaela Labat … to the general public. Citizen-science partnership STATION DESIGN … 
",P Valent and R Výleta and M Danácová…,https://www.researchgate.net/profile/Peter_Valent/publication/324499135_A_LOW-COST_3D_PRINTED_SYSTEM_FOR_MONITORING_METEOROLOGICAL_CHARACTERISTICS_IN_CITIZEN-SCIENCE_PROJECTS/links/5ad0a26caca2723a33472f94/A-LOW-COST-3D-PRINTED-SYSTEM-FOR-MONITORING-METEOROLOGICAL-CHARACTERISTICS-IN-CITIZEN-SCIENCE-PROJECTS.pdf,https://www.researchgate.net/profile/Peter_Valent/publication/324499135_A_LOW-COST_3D_PRINTED_SYSTEM_FOR_MONITORING_METEOROLOGICAL_CHARACTERISTICS_IN_CITIZEN-SCIENCE_PROJECTS/links/5ad0a26caca2723a33472f94/A-LOW-COST-3D-PRINTED-SYSTEM-FOR-MONITORING-METEOROLOGICAL-CHARACTERISTICS-IN-CITIZEN-SCIENCE-PROJECTS.pdf
SI!,585,"A low-cost DIY device for high resolution, continuous measurement of microbial growth dynamics","… Fax: +44(0)24 7652 16 3568. E-mail: O.Soyer@warwick.ac.uk 17 18 Keywords: 19 Microbial
growth, automated measurement, optical density, synthetic biology, growth 20 rate fitting,
microbial growth model, Arduino, citizen science, anaerobic culturing … 
",K Sasidharan and AS Martinez-Vernon and J Chen and T Fu…,https://www.biorxiv.org/content/10.1101/407742v1.abstract,https://www.biorxiv.org/content/biorxiv/early/2018/09/04/407742.full.pdf
NO,217,A miniature data repository on a Raspberry Pi,"… The low acquisition cost, the open hardware and software philosophy, and its capacity for
interfacing with a variety of peripherals, renders Raspberry Pi a very good candidate for
boosting open data, crowd-sourcing and citizen science movements … 
",A Samourkasidis and I Athanasiadis,https://www.mdpi.com/2079-9292/6/1/1,https://www.mdpi.com/2079-9292/6/1/1/pdf
NO,384,A New Alignment of Movements?,"… the role that libraries might play as centers for open hardware, telecommunications services … open
access scholarly publishing; music remixes and video mashups; open design and manufacturing …
everything from cars to furniture to farm equipment; citizen-science projects that … 
",D Bollier and P Conaty,http://geo.coop/sites/default/files/report_a_new_alignment_of_movements_february_2015_0.pdf,http://geo.coop/sites/default/files/report_a_new_alignment_of_movements_february_2015_0.pdf
NO,596,A NOTE ON THE AUTHORS,"Page 1. 1 - Discussion Paper on the Internet of Things commissioned by the Institute
for Internet and Society, Berlin Erin Anzelmo, Alex Bassi, Dan Caprio, Sean Dodson,
Rob van Kranenburg, Matt Ratto October 2011 Erin Anzelmo … 
",E Anzelmo and A Bassi and D Caprio and S Dodson…,https://www.theinternetofthings.eu/sites/default/files/Rob%20van%20Kranenburg/Internet%20of%20Things%20Institute%20for%20Internet%20&%20Society%20Discussion%20Paper.pdf,https://www.theinternetofthings.eu/sites/default/files/Rob%20van%20Kranenburg/Internet%20of%20Things%20Institute%20for%20Internet%20&%20Society%20Discussion%20Paper.pdf
NO,605,A physiocratic systems framework for open source agricultural research and development,"… 1 5 Method.....1 5 Results/outcome .....1 5 OPEN SOURCE
HARDWARE IS SOFTWARE - FARM HACK AND OPEN … 
",D Cox,https://scholars.unh.edu/dissertation/2177/,https://scholars.unh.edu/cgi/viewcontent.cgi?article=3176&context=dissertation
NO,385,A picture is worth a thousand data points: an imagery dataset of paired shrub-open microsites within the Carrizo Plain National Monument,"… The imagery produced from camera traps also has important uses in advocacy and engagement
through citizen science, since it often shows rare or elusive species, which can be useful in raising
awareness of and interest in the conservation and protection of these species [1] … 
",TJ Noble and CJ Lortie and M Westphal…,https://gigascience.biomedcentral.com/articles/10.1186/s13742-016-0145-2,https://gigascience.biomedcentral.com/articles/10.1186/s13742-016-0145-2
NO,176,A recipe for standards-based data sharing using open source software and low-cost electronics,"… More specifically, researchers have used low-cost open-source hardware in environmental
monitoring to … An open hardware system developed by the Stroud Research Center is used to …
in rapid deployment, low-cost, short term, underfunded, or citizen science monitoring efforts … 
",JM Sadler and DP Ames and R Khattar,https://iwaponline.com/jh/article-abstract/18/2/185/21,https://www.researchgate.net/profile/Daniel_Ames/publication/287122522_A_recipe_for_standards-based_data_sharing_using_open_source_software_and_low-cost_electronics/links/56eac16908ae9dcdd82a1ed7/A-recipe-for-standards-based-data-sharing-using-open-source-software-and-low-cost-electronics.pdf
NO,382,A review of the emergent ecosystem of collaborative geospatial tools for addressing environmental challenges,"… 201), participatory planning and management (Jankowski, 2009, Kelly et al., 2012, Voss et al.,
2004, Wright et al., 2009), citizen science efforts (Connors et al., 2012, Dickinson et al., 2010,
Dickinson et al., 2012), observatory networks such as National Ecological Observatory … 
",J Palomino and OC Muellerklein and M Kelly,https://www.sciencedirect.com/science/article/pii/S0198971516304458,https://cloudfront.escholarship.org/dist/prd/content/qt1z9045sx/qt1z9045sx.pdf
NO,675,A scoping study of user needs for integrated assessment of climate change in the UK context: part 1 of the development of an interactive integrated assessment …,"Page 1. Integrated Assessment 2004, Vol. 4, No. 4, pp. 283–300 A Scoping Study of
User Needs for Integrated Assessment of Climate Change in the UK Context: Part 1 of
the Development of an Interactive Integrated Assessment Process … 
",J Turnpenny and A Haxeltine and T O'Riordan,https://www.tandfonline.com/doi/abs/10.1080/13895170590514309,
NO,263,A showroom turned fab lab: open collaborative innovation in open kitchen design–a case study,"… Baldwin – Clark, 2006; Dahlander et al., 2008; Harison – Koski, 2010), online games development
(Potts et al., 2008), branding cultural projects (Dell'Era, 2010) in fashion and music industry (Huage –
Hracs, 2010), or in crowd science (Franzoni – Sauermann … Open Design … 
",J Faludi,http://unipub.lib.uni-corvinus.hu/2861/,http://unipub.lib.uni-corvinus.hu/2861/1/VT_2017n5p24.pdf
NO,219,A speculation on the possible use of badges for learning at the UK Open University,"… creating and sharing better images (T189) and Design thinking: creativity for the 21st century
(U101) use Open Studio / Open Design Studio to … existing badge system that is currently supported
by iSpot (http://www.ispot.org.uk/) and a proposal 'Building Citizen Science: A Natural … 
",J Rosewell,http://oro.open.ac.uk/34620/,https://oro.open.ac.uk/34620/2/E9681A27.pdf
SI!,345,A toolbox for understanding and implementing a citizens' observatory on air monitoring,"… As a result, there has been a boom within Citizen Science (CS) and Citizens' Observatories
(CitObs) related projects [14, 16 … data sources, for collecting, analysing and sharing air quality
measurements to community members through low-cost open hardware sensors assembled … 
",HY Liu and M Kobernus and M Fredriksen and Y Golumbic…,https://link.springer.com/chapter/10.1007/978-3-319-76445-0_3,https://hal-lirmm.ccsd.cnrs.fr/lirmm-01959343/document#page=48
NO,717,"A web 2.0 ea emergência dos conceitos de"" peer production"" e"" crowdsourcing""","Page 1. UNIVERSIDADE ESTADUAL DE CAMPINAS Instituto de Geociências GUILHERME
MASAYUKI SUGUIY A WEB 2.0 E A EMERGÊNCIA DOS CONCEITOS DE “PEER PRODUCTION”
E “CROWDSOURCING” CAMPINAS 2017 Page 2. GUILHERME MASAYUKI SUGUIY … 
",GM Suguiy,http://repositorio.unicamp.br/handle/REPOSIP/322430,http://repositorio.unicamp.br/bitstream/REPOSIP/322430/1/Suguiy_GuilhermeMasayuki_M.pdf
NO,111,About the Wilson Center,"… Panelists noted that, in the case of local community science, participation is personal and … like
Public Lab fill these gaps by designing and sharing more open source hardware … When asked
about her favorite citizen science project, Doesmagan shared her appreciation of … 
",A Bowser,https://www.wilsoncenter.org/blog-post/citizen-science-and-environmental-monitoring-reflections-nemc-2017,https://www.wilsoncenter.org/blog-post/citizen-science-and-environmental-monitoring-reflections-nemc-2017
NO,557,Abrir la ciencia para cambiar el mundo,"… Services & Use 37 (4): 463-474, 2017, DOI: 10.3233/ISU-170861, https://content.iospress.com/
articles/information-services- and-use/isu861 Ayass, Myriam; Serrano, Javier (2012), ""The CERN
Open Hardware Licence"", International Free … (2018), Citizen Science: Innovation in … 
",A Lafuente,https://www.academia.edu/download/58010555/Abrir_la_ciencia_para_cambiar_el_mundo.pdf,https://www.academia.edu/download/58010555/Abrir_la_ciencia_para_cambiar_el_mundo.pdf
NO,667,Academic positions,"… Cohen, J., Sobhani, K., Liu, J., Qudsi, H., Kaufman, J., Mitra, S., Garcia, A., McNicoll, A., Lipson,
H. (2012) FAB@HOME Model 3: A More Robust, Cost Effective And Accessible Open Hardware
Fabrication Platform. Proceedings of the Twenty Third Annual International … 
",H Lipson,https://www.hodlipson.com/uploads/6/9/3/4/69340277/hodlipson_cv.pdf,https://www.hodlipson.com/uploads/6/9/3/4/69340277/hodlipson_cv.pdf
NO,36,Actualizing the Promise of a More Democratic Science: Three Challenges for Open Science,"… Technology at the Universidad Federal do Rio Grande do Sul, in Brazil, offer some clues on how
the citizen science model could go … The development of new instruments like open databases
for data and publications, or open hardware and tools for online collaboration are … 
",M Fressoli and V Arza,https://ocsdnet.org/actualizing-the-promise-of-a-more-democratic-science-three-challenges-for-open-science/,https://ocsdnet.org/actualizing-the-promise-of-a-more-democratic-science-three-challenges-for-open-science/
NO,614,Adapting Monitoring to More Effectively Assess the Impacts of Climate Change on Alberta's Biodiversity,"Page 1. i Erin M. Bayne1, Diana Stralberg1, and Amy Nixon2 1Department of Biological Sciences,
University of Alberta 2Alberta Biodiversity Monitoring Institute Report prepared for the Biodiversity
Management and Climate Change Adaptation Project June 2015 … 
",EM Bayne and D Stralberg and A Nixon,http://biodiversityandclimate.abmi.ca/wp-content/uploads/2015/07/Bayne_etal_2015_AdaptingMonitoringForBiodiversityandClimateChange.pdf,http://biodiversityandclimate.abmi.ca/wp-content/uploads/2015/07/Bayne_etal_2015_AdaptingMonitoringForBiodiversityandClimateChange.pdf
NO,208,ADF: An anomaly detection framework for large-scale PM2. 5 sensing systems,"… So far, more than 300 devices have been purchased, including 120 devices for the Taichung
Origin Association's citizen science project … The device is based on the Realtek Ameba
RTL8195 board, an open hardware that is Arduino compatible … 
",LJ Chen and YH Ho and HH Hsieh and ST Huang…,https://ieeexplore.ieee.org/abstract/document/8081731/,
NO,577,Advancing citizen science for coastal and ocean research,"… Position Paper 23 Advancing Citizen Science for Coastal and Ocean Research Advancing Citizen
Science for Coastal and Ocean Research Page 2 … 8 1 An Introduction to Marine Citizen Science
C re d it: © J o h n R a ffe rty P h o to g ra p h y / M a rin e P h o to b a n k Page 11 … 
",C Carcia-Soto and GI van der Meeren,https://imr.brage.unit.no/imr-xmlui/handle/11250/2476796,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/2476796/EMB_PP23__Citizen_Science_web.pdf?sequence=2
NO,597,Advancing Citizen Science for Coastal and Ocean Research.,"… Position Paper 23 Advancing Citizen Science for Coastal and Ocean Research Advancing Citizen
Science for Coastal and Ocean Research Page 2 … 8 1 An Introduction to Marine Citizen Science
C re d it: © J o h n R a ffe rty P h o to g ra p h y / M a rin e P h o to b a n k Page 11 … 
",V French and P Kellett and J Delany and N McDonough,https://development.oceanbestpractices.net/handle/11329/443,https://development.oceanbestpractices.net/bitstream/handle/11329/443/EMB_PP23__Citizen_Science_web_3.pdf?sequence=1
NO,475,Advancing federal capacities for the early detection of and rapid response to invasive species through technology innovation,"… Keywords Early detection and rapid response (EDRR); invasive species; technology; synthetic
biology; machine learning; citizen science … Furthermore, the current popularity of open source
hardware provides an opportunity for a global community of engineers and scientists to … 
",B Martinez and A Dehgan and B Zamft and D Baisch…,https://conservationxlabs.com/s/federal_capacities_for_edrr_through_technology_innovation_prepub_8717.pdf,https://conservationxlabs.com/s/federal_capacities_for_edrr_through_technology_innovation_prepub_8717.pdf
NO,446,Advancing the Lead User Method and its Adoption in Organizations,"… In addition, new DIY strands are exploring areas such as citizen science and urban agriculture,
activities conducted in their own … as the fab lab network, and several were known for their numerous
international keynotes they have given on making, open design, open innovation … 
",P Helminen,https://aaltodoc.aalto.fi/handle/123456789/21927,https://aaltodoc.aalto.fi/bitstream/handle/123456789/21927/isbn9789526069739.pdf?sequence=1
NO,91,Affordable robotics for innovative education and outreach,,SR Pandian,,
NO,655,Afterschool Matters,"Page 1. Wellesley College Wellesley College Digital Scholarship and Archive
Afterschool Matters Wellesley Centers for Women Fall 2016 Afterschool Matters,
Fall 2016 National Institute on Out-of-School Time Follow this and … 
",NEWF NIOST,https://repository.wellesley.edu/cgi/viewcontent.cgi?article=1033&context=afterschoolmatters,https://repository.wellesley.edu/cgi/viewcontent.cgi?article=1033&context=afterschoolmatters
NO,698,Al passo col futuro: Come sopravvivere all'imprevedibile accelerazione del mondo,,J Ito and J Howe,,
NO,366,Alcune considerazioni su hacking ed innovazione politica,"… In una seconda sezione, provo ad analizzare alcune (piatta)forme creative/innovative di citizen
science, Page 2 … biohacking/DIY biology e nel cosiddetto movimento dei makers/Open Hardware,
che estendono all'hardware e alla dimensione della produzione materiale il … 
",V Milone,http://www.tema.unina.it/index.php/politics/article/view/3709,http://www.tema.unina.it/index.php/politics/article/download/3709/4072
NO,344,"Aletta Bonn1, 2, 3, Susanne Hecker1, 3, Anne Bowser4, Zen Makuch5","… CITIZEN SCIENCE 478 for example, to established processes in science or government agen …
Open hardware and software communities such as Public Labs often democratise the research …
Labs is devoted to designing and producing low-cost, open source hardware that can … 
",J Vogel and M Haklay,https://discovery.dundee.ac.uk/ws/files/29458369/Citizen_Science_min.pdf#page=505,https://discovery.dundee.ac.uk/ws/files/29458369/Citizen_Science_min.pdf#page=505
NO,584,Alfabetización científica y tecnológica: la transposición didáctica del conocimiento tecnológico,"Page 1. INVESTIGACIÓN DIDÁCTICA 243 ENSEÑANZA DE LAS CIENCIAS, 2001,
19 (2), 243-254 ALFABETIZACIÓN CIENTÍFICA Y TECNOLÓGICA: LA
TRANSPOSICIÓN DIDÁCTICA DEL CONOCIMIENTO TECNOLÓGICO … 
",F Cajas,https://www.raco.cat/index.php/Ensenanza/article/download/21737/21571,https://www.raco.cat/index.php/Ensenanza/article/download/21737/21571
NO,573,als Cloud-Services,"… in dem Laien an wissenschaftlichen Aufgabenstellungen mitwirken können (www.
buergerschaffenwissen.de oder www.citizen-science-germany.de) … Im Open Design entwickelte
beispielsweise die US-ameri- kanische Firma Local Motors unter Beteiligung von 2.000 Personen … 
",S Ehrenberg-Silies and D Compagna and O Schwetje…,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Horizon-Scanning-hs001.pdf,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Horizon-Scanning-hs001.pdf
